tool,mode,threshold,t_wall,t_cpu,timeout,mc time,states,lower_bound,trans,prob,prob LP,heur_iter,info (total states:1805)
fark,y form,0.4100000000000002,0.3107132911682129,0.3107191500021145,False,-,324,-,-,0.4114433107878278,0.4100000000000002,2,-
fark,z form,0.4100000000000002,0.2842285633087158,0.28419266400305787,False,-,283,-,-,0.41001012229672534,0.4100000000000002,2,-
fark,y form,0.4100000000000002,0.44809556007385254,0.4481009650044143,False,-,324,-,-,0.4114433107878278,0.4100000000000002,3,-
fark,z form,0.4100000000000002,0.43164777755737305,0.4316535059988382,False,-,283,-,-,0.41001012229672534,0.4100000000000002,3,-
fark,y form,0.4100000000000002,0.5959737300872803,0.5959717459991225,False,-,324,-,-,0.4114433107878278,0.4100000000000002,4,-
fark,z form,0.4100000000000002,0.56430983543396,0.5642721690019243,False,-,283,-,-,0.41001012229672534,0.4100000000000002,4,-
fark,y form,0.4100000000000002,0.747502326965332,0.7475078880015644,False,-,324,-,-,0.4114433107878278,0.4100000000000002,5,-
fark,z form,0.4100000000000002,0.7093961238861084,0.7094142060013837,False,-,283,-,-,0.41001012229672534,0.4100000000000002,5,-
fark,y exact,0.4100000000000002,32.155903816223145,127.2484914470042,False,-,276,276.0,-,0.41018074384785913,0.41000000000000025,-,-
fark,z exact,0.4100000000000002,193.61482620239258,773.5572487690006,False,-,276,276.0,-,0.41018074384785913,0.4100000000000002,-,-
comics,global,0.4100000000000002,5.53216,-,-,-,474,-,-,0.411272,-,-,-
comics,local,0.4100000000000002,0.088251,-,-,-,323,-,-,0.410085,-,-,-
fark,y form,0.4200000000000002,0.1597445011138916,0.15972937200422166,False,-,556,-,-,0.4378312338946301,0.42000000000000015,1,-
fark,z form,0.4200000000000002,0.14533615112304688,0.14535303299635416,False,-,313,-,-,0.420429073830777,0.4200000000000002,1,-
fark,y form,0.4200000000000002,0.31189560890197754,0.3119081440017908,False,-,342,-,-,0.422484703121004,0.4200000000000002,2,-
fark,z form,0.4200000000000002,0.28411006927490234,0.28412666200165404,False,-,313,-,-,0.420429073830777,0.4200000000000002,2,-
fark,y form,0.4200000000000002,0.4436359405517578,0.44364093100011814,False,-,342,-,-,0.422484703121004,0.4200000000000002,3,-
fark,z form,0.4200000000000002,0.41687726974487305,0.41686815599678084,False,-,313,-,-,0.420429073830777,0.4200000000000002,3,-
fark,y form,0.4200000000000002,0.6008093357086182,0.6007395100023132,False,-,342,-,-,0.422484703121004,0.4200000000000002,4,-
fark,z form,0.4200000000000002,0.5644237995147705,0.5644536679974408,False,-,313,-,-,0.420429073830777,0.4200000000000002,4,-
fark,y form,0.4200000000000002,0.7581484317779541,0.7581658199997037,False,-,342,-,-,0.422484703121004,0.4200000000000002,5,-
fark,z form,0.4200000000000002,0.7160418033599854,0.7160485329950461,False,-,313,-,-,0.420429073830777,0.4200000000000002,5,-
fark,y exact,0.4200000000000002,18.172106981277466,71.30036759699578,False,-,283,283.0,-,0.4203417133161044,0.42000000000000026,-,-
fark,z exact,0.4200000000000002,62.14201760292053,247.69582476000505,False,-,283,283.0,-,0.4203417133161044,0.4200000000000002,-,-
comics,global,0.4200000000000002,5.51247,-,-,-,492,-,-,0.425547,-,-,-
comics,local,0.4200000000000002,0.096448,-,-,-,343,-,-,0.420192,-,-,-
fark,y form,0.4300000000000002,0.16050434112548828,0.16047801700187847,False,-,556,-,-,0.4378312338946301,0.4300000000000002,1,-
fark,z form,0.4300000000000002,0.14480972290039062,0.14482369900360936,False,-,345,-,-,0.4527731386152762,0.4300000000000002,1,-
fark,y form,0.4300000000000002,0.3152425289154053,0.3152596110012382,False,-,376,-,-,0.4307045762818554,0.43000000000000027,2,-
fark,z form,0.4300000000000002,0.2848691940307617,0.28487523699732265,False,-,309,-,-,0.4315757674032804,0.4300000000000002,2,-
fark,y form,0.4300000000000002,0.4544639587402344,0.4544617749997997,False,-,376,-,-,0.4307045762818554,0.43000000000000027,3,-
fark,z form,0.4300000000000002,0.4211883544921875,0.42118459699850064,False,-,309,-,-,0.4315757674032804,0.4300000000000002,3,-
fark,y form,0.4300000000000002,0.5925743579864502,0.5925745259955875,False,-,376,-,-,0.4307045762818554,0.43000000000000027,4,-
fark,z form,0.4300000000000002,0.5480825901031494,0.5480544780002674,False,-,309,-,-,0.4315757674032804,0.4300000000000002,4,-
fark,y form,0.4300000000000002,0.7390162944793701,0.739031214005081,False,-,376,-,-,0.4307045762818554,0.43000000000000027,5,-
fark,z form,0.4300000000000002,0.7042813301086426,0.7042955740034813,False,-,309,-,-,0.4315757674032804,0.4300000000000002,5,-
fark,y exact,0.4300000000000002,19.441574573516846,76.33493578199705,False,-,296,296.0,-,0.4318042095413579,0.43000000000000027,-,-
fark,z exact,0.4300000000000002,67.92483162879944,270.8103166709989,False,-,296,296.0,-,0.430787127236199,0.4300000000000002,-,-
comics,global,0.4300000000000002,7.90103,-,-,-,502,-,-,0.430089,-,-,-
comics,local,0.4300000000000002,0.098888,-,-,-,355,-,-,0.431875,-,-,-
fark,y form,0.4400000000000002,0.15950322151184082,0.15951249699719483,False,-,588,-,-,0.46604088311764774,0.4400000000000002,1,-
fark,z form,0.4400000000000002,0.14635324478149414,0.14635011499922257,False,-,345,-,-,0.4527731386152762,0.4400000000000002,1,-
fark,y form,0.4400000000000002,0.3102426528930664,0.31026553999981843,False,-,418,-,-,0.45092626261957214,0.4400000000000002,2,-
fark,z form,0.4400000000000002,0.293074369430542,0.29307262699876446,False,-,315,-,-,0.4434346941653513,0.4400000000000002,2,-
fark,y form,0.4400000000000002,0.461134672164917,0.46115556999575347,False,-,354,-,-,0.4422997775902283,0.4400000000000002,3,-
fark,z form,0.4400000000000002,0.4252026081085205,0.4252018160041189,False,-,315,-,-,0.4434346941653513,0.4400000000000002,3,-
fark,y form,0.4400000000000002,0.6106257438659668,0.6106460409937426,False,-,354,-,-,0.4422997775902283,0.4400000000000002,4,-
fark,z form,0.4400000000000002,0.5666284561157227,0.5666343780030729,False,-,315,-,-,0.4434346941653513,0.4400000000000002,4,-
fark,y form,0.4400000000000002,0.7567398548126221,0.756674998003291,False,-,354,-,-,0.4422997775902283,0.4400000000000002,5,-
fark,z form,0.4400000000000002,0.6935687065124512,0.6935867800057167,False,-,315,-,-,0.4434346941653513,0.4400000000000002,5,-
fark,y exact,0.4400000000000002,56.2822687625885,223.7049561610038,False,-,301,301.0,-,0.4414602100466983,0.4400000000000002,-,-
fark,z exact,0.4400000000000002,22.486142873764038,89.07951065700036,False,-,301,301.0,-,0.4414602100466983,0.4400000000000002,-,-
comics,global,0.4400000000000002,16.4842,-,-,-,552,-,-,0.445076,-,-,-
comics,local,0.4400000000000002,0.102283,-,-,-,361,-,-,0.446743,-,-,-
fark,y form,0.45000000000000023,0.1607980728149414,0.16080879000219284,False,-,588,-,-,0.46604088311764774,0.4500000000000002,1,-
fark,z form,0.45000000000000023,0.1461954116821289,0.14620748499874026,False,-,345,-,-,0.4527731386152762,0.45000000000000023,1,-
fark,y form,0.45000000000000023,0.30658793449401855,0.3065832829961437,False,-,365,-,-,0.45118622103128436,0.45000000000000023,2,-
fark,z form,0.45000000000000023,0.2916700839996338,0.291652519001218,False,-,342,-,-,0.45148447660276453,0.45000000000000023,2,-
fark,y form,0.45000000000000023,0.4493131637573242,0.4493167769978754,False,-,365,-,-,0.45118622103128436,0.45000000000000023,3,-
fark,z form,0.45000000000000023,0.4266681671142578,0.4266345089999959,False,-,342,-,-,0.45148447660276453,0.45000000000000023,3,-
fark,y form,0.45000000000000023,0.6086492538452148,0.6084842390046106,False,-,365,-,-,0.45118622103128436,0.45000000000000023,4,-
